ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/NCIT_C121361,Quantitative Muscle Testing,"",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1674298945|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/274570113|http://id.who.int/icd/entity/389047611|http://purl.obolibrary.org/obo/PROMOT_0100006,http://purl.obolibrary.org/obo/HP_0003473|http://purl.obolibrary.org/obo/HP_0000183|http://purl.obolibrary.org/obo/HP_0000486|http://purl.obolibrary.org/obo/HP_0000544|http://purl.obolibrary.org/obo/HP_0001761|http://purl.obolibrary.org/obo/HP_0002058|http://purl.obolibrary.org/obo/HP_0003327|http://purl.obolibrary.org/obo/HP_0003392|http://purl.obolibrary.org/obo/HP_0003403|http://purl.obolibrary.org/obo/HP_0003427|http://purl.obolibrary.org/obo/HP_0003445|http://purl.obolibrary.org/obo/HP_0003458|http://purl.obolibrary.org/obo/HP_0003547|http://purl.obolibrary.org/obo/HP_0003694|http://purl.obolibrary.org/obo/HP_0003722|http://purl.obolibrary.org/obo/HP_0003731|http://purl.obolibrary.org/obo/HP_0003810|http://purl.obolibrary.org/obo/HP_0005216|http://purl.obolibrary.org/obo/HP_0007715|http://purl.obolibrary.org/obo/HP_0007838|http://purl.obolibrary.org/obo/HP_0007941|http://purl.obolibrary.org/obo/HP_0008959|http://purl.obolibrary.org/obo/HP_0008963|http://purl.obolibrary.org/obo/HP_0008988|http://purl.obolibrary.org/obo/HP_0009005|http://purl.obolibrary.org/obo/HP_0009023|http://purl.obolibrary.org/obo/HP_0009027|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009063|http://purl.obolibrary.org/obo/HP_0009073|http://purl.obolibrary.org/obo/HP_0009077|http://purl.obolibrary.org/obo/HP_0011727|http://purl.obolibrary.org/obo/HP_0012473|http://purl.obolibrary.org/obo/HP_0012497|http://purl.obolibrary.org/obo/HP_0012515|http://purl.obolibrary.org/obo/HP_0030000|http://purl.obolibrary.org/obo/HP_0030193|http://purl.obolibrary.org/obo/HP_0030205|http://purl.obolibrary.org/obo/HP_0030319|http://purl.obolibrary.org/obo/HP_0031108|http://purl.obolibrary.org/obo/HP_0031146|http://purl.obolibrary.org/obo/HP_0031177|http://purl.obolibrary.org/obo/HP_0031374|http://purl.obolibrary.org/obo/HP_0033416|http://purl.obolibrary.org/obo/HP_0033466,Fatigable weakness|Tongue muscle weakness|Strabismus|External ophthalmoplegia|Pes cavus|Myopathic facies|Axial muscle weakness|First dorsal interossei muscle weakness|EMG: decremental response of compound muscle action potential to repetitive nerve stimulation|EMG: decremental response of compound muscle action potential to repetitive nerve stimulation  |Thenar muscle weakness|EMG: neuropathic changes|EMG: myopathic abnormalities|Shoulder girdle muscle weakness|Late-onset proximal muscle weakness|Neck flexor weakness|Quadriceps muscle weakness|Late-onset distal muscle weakness|Impaired mastication|Weak extraocular muscles|Progressive ptosis|Limited extraocular movements|Distal upper limb muscle weakness|Tibialis muscle weakness|Pelvic girdle muscle atrophy|Weakness of the intrinsic hand muscles|Abdominal wall muscle weakness|Foot dorsiflexor weakness|Generalized weakness of limb muscles|Progressive distal muscle weakness|Progressive proximal muscle weakness|Weakness of long finger extensor muscles|Peroneal muscle weakness|Tongue atrophy|Reduced maximal expiratory pressure|Hip flexor weakness|EMG: repetitive nerve stimulation abnormality|Fatigable weakness of chewing muscles|Increased jitter at single fiber EMG|Weakness of facial musculature|Triceps weakness|Impaired oral bolus formation|Finger flexor weakness|Ankle weakness|Hip adductor weakness|Weak grip,"","","","","","","","",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/151046878|http://id.who.int/icd/entity/2048203604|http://id.who.int/icd/entity/553784299,Eating|Speaking|Mobility|Drinking,"","",0.7675,Quantitative Muscle Testing [0.554] | muscle structure [0.46] | Muscle mounding [0.422] || Quantitative Muscle Testing [0.491] | muscle structure [0.459] | Increased muscle fatiguability [0.433] || Quantitative Muscle Testing [0.468] | Weak extraocular muscles [0.432] | muscle structure [0.406] || Quantitative Muscle Testing [0.54] | Increased muscle fatiguability [0.505] | Abnormal muscle physiology [0.499] || Quantitative Muscle Testing [0.518] | Increased muscle fatiguability [0.488] | Muscle mounding [0.447] || Quantitative Muscle Testing [0.768] | Manual Muscle Testing [0.525] | Abnormal muscle tone [0.517],PROMOT mapping: 'Endurance of muscle groups' (LLM score: 0.5535) | Candidates: Quantitative Muscle Testing [0.554] | muscle structure [0.46] | Muscle mounding [0.422] | PROMOT mapping: 'Endurance of all muscles of the body' (LLM score: 0.4905) | Candidates: Quantitative Muscle Testing [0.491] | muscle structure [0.459] | Increased muscle fatiguability [0.433] | PROMOT mapping: 'Power of isolated muscles and muscle groups' (LLM score: 0.468) | Candidates: Quantitative Muscle Testing [0.468] | Weak extraocular muscles [0.432] | muscle structure [0.406] | PROMOT mapping: 'Muscle power functions' (LLM score: 0.5402) | Candidates: Quantitative Muscle Testing [0.54] | Increased muscle fatiguability [0.505] | Abnormal muscle physiology [0.499] | PROMOT mapping: 'Muscle endurance functions' (LLM score: 0.5179) | Candidates: Quantitative Muscle Testing [0.518] | Increased muscle fatiguability [0.488] | Muscle mounding [0.447] | PROMOT mapping: 'Quantative muscle testing' (LLM score: 0.7675) | Candidates: Quantitative Muscle Testing [0.768] | Manual Muscle Testing [0.525] | Abnormal muscle tone [0.517]
http://purl.obolibrary.org/obo/MONDO_0001071,intellectual disability,"",http://id.who.int/icd/entity/1525383756,"","","","","","","","","","","","","","",0.45,"intellectual disability [0.45] | intellectual disability, autosomal dominant [0.415] | Intellectual disability [0.413]","PROMOT mapping: 'Intellectual functions' (LLM score: 0.45) | Candidates: intellectual disability [0.45] | intellectual disability, autosomal dominant [0.415] | Intellectual disability [0.413]"
http://purl.obolibrary.org/obo/MONDO_0004830,fasciitis,"",http://id.who.int/icd/entity/1528299701,http://purl.obolibrary.org/obo/HP_0001761,Pes cavus,"","","","","","","","","","","","",0.5174,fasciitis [0.517] | fascia [0.497] | plantar part of pes [0.486],PROMOT mapping: 'Ligaments and fasciae of ankle and foot' (LLM score: 0.5174) | Candidates: fasciitis [0.517] | fascia [0.497] | plantar part of pes [0.486]
http://purl.obolibrary.org/obo/MONDO_0700096,human disease,"",http://id.who.int/icd/entity/1535125568|http://purl.obolibrary.org/obo/PROMOT_0010002,"","","","","","","","","","","","","","",0.4275,human disease [0.327] | death stage [0.278] | Infertility [0.27] || human disease [0.428] | mesenchyme from somatopleure [0.375] | immaterial anatomical entity [0.358],PROMOT mapping: 'Domestic life' (LLM score: 0.3267) | Candidates: human disease [0.327] | death stage [0.278] | Infertility [0.27] | PROMOT mapping: 'statement about a human' (LLM score: 0.4275) | Candidates: human disease [0.428] | mesenchyme from somatopleure [0.375] | immaterial anatomical entity [0.358]
http://purl.obolibrary.org/obo/HP_0007715,Weak extraocular muscles,"",http://id.who.int/icd/entity/1571232890,http://purl.obolibrary.org/obo/HP_0004878,Intercostal muscle weakness,"","","","","","",http://id.who.int/icd/entity/556694745,Power of muscles of the trunk,"","","","",0.5586,Weak extraocular muscles [0.559] | Weakness of muscles of respiration [0.498] | fascia [0.473],PROMOT mapping: 'Intercostal muscles' (LLM score: 0.5586) | Candidates: Weak extraocular muscles [0.559] | Weakness of muscles of respiration [0.498] | fascia [0.473]
http://purl.obolibrary.org/obo/HP_0025032,Abnormality of digestive system physiology,"",http://id.who.int/icd/entity/1580195090|http://id.who.int/icd/entity/1976873960,"","","","","","","","","","","","","","",0.654,Abnormality of digestive system physiology [0.604] | Abnormality of the digestive system [0.583] | digestive system [0.55] || Abnormality of digestive system physiology [0.654] | digestive system [0.643] | Abnormality of the digestive system [0.64],PROMOT mapping: 'Digestive functions' (LLM score: 0.6044) | Candidates: Abnormality of digestive system physiology [0.604] | Abnormality of the digestive system [0.583] | digestive system [0.55] | PROMOT mapping: 'Functions related to the digestive system' (LLM score: 0.654) | Candidates: Abnormality of digestive system physiology [0.654] | digestive system [0.643] | Abnormality of the digestive system [0.64]
http://purl.obolibrary.org/obo/UBERON_0006585,vestibular organ,"",http://id.who.int/icd/entity/1607952955|http://id.who.int/icd/entity/1831985718,http://purl.obolibrary.org/obo/HP_0002141,Gait imbalance,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.7419,vestibular organ [0.674] | active vestibular Meniere disease [0.608] | vestibular labyrinth [0.594] || vestibular organ [0.742] | active vestibular Meniere disease [0.596] | vestibular neuronitis [0.572],PROMOT mapping: 'Vestibular functions' (LLM score: 0.6741) | Candidates: vestibular organ [0.674] | active vestibular Meniere disease [0.608] | vestibular labyrinth [0.594] | PROMOT mapping: 'Vestibular function of balance' (LLM score: 0.7419) | Candidates: vestibular organ [0.742] | active vestibular Meniere disease [0.596] | vestibular neuronitis [0.572]
http://purl.obolibrary.org/obo/UBERON_0010377,mesenchyme from somatopleure,"",http://id.who.int/icd/entity/1608009360,"","","","","","","","","","","","","","",0.3214,mesenchyme from somatopleure [0.321] | body-wall mesenchyme [0.29] | Myotonic Dystrophy Health Index [0.268],PROMOT mapping: 'Self-care' (LLM score: 0.3214) | Candidates: mesenchyme from somatopleure [0.321] | body-wall mesenchyme [0.29] | Myotonic Dystrophy Health Index [0.268]
http://purl.obolibrary.org/obo/HP_0001251,Ataxia,"",http://id.who.int/icd/entity/161488596,"","","","","","","","","","","","","","",0.4854,Ataxia [0.485] | Upper motor neuron dysfunction [0.478] | Paralysis [0.469],PROMOT mapping: 'Neuromusculoskeletal and movement-related functions' (LLM score: 0.4854) | Candidates: Ataxia [0.485] | Upper motor neuron dysfunction [0.478] | Paralysis [0.469]
http://purl.obolibrary.org/obo/UBERON_0002812,left cerebral hemisphere,"",http://id.who.int/icd/entity/161781738,"","","","","","","","","","","","","","",0.4476,left cerebral hemisphere [0.448] | heart left ventricle [0.409] | left dorsal aorta [0.404],PROMOT mapping: 'left' (LLM score: 0.4476) | Candidates: left cerebral hemisphere [0.448] | heart left ventricle [0.409] | left dorsal aorta [0.404]
http://purl.obolibrary.org/obo/UBERON_0005423,developing anatomical structure,"",http://id.who.int/icd/entity/1626363729|http://id.who.int/icd/entity/437219407|http://id.who.int/icd/entity/634949825|http://purl.obolibrary.org/obo/PROMOT_0020001|http://purl.obolibrary.org/obo/PROMOT_0020003|http://purl.obolibrary.org/obo/PROMOT_0100003,http://purl.obolibrary.org/obo/HP_0001249|http://purl.obolibrary.org/obo/HP_0000118,Intellectual disability|Phenotypic abnormality,"","",http://id.who.int/icd/entity/1626363729,Body structures,"","",http://id.who.int/icd/entity/1525383756,Intellectual functions,http://id.who.int/icd/entity/567313968,Body functions,http://id.who.int/icd/entity/1626363729,Body structures,0.7878,developing anatomical structure [0.707] | anatomical structure [0.666] | muscle structure [0.633] || developing anatomical structure [0.658] | anatomical cluster [0.577] | anatomical surface region [0.569] || developing anatomical structure [0.607] | anatomical structure [0.593] | regional part of brain [0.589] || developing anatomical structure [0.668] | anatomical structure [0.586] | anatomical cluster [0.552] || developing anatomical structure [0.788] | anatomical structure [0.734] | material anatomical entity [0.697] || developing anatomical structure [0.646] | anatomical structure [0.532] | abdominal segment of trunk [0.486],PROMOT mapping: 'Body structures' (LLM score: 0.7065) | Candidates: developing anatomical structure [0.707] | anatomical structure [0.666] | muscle structure [0.633] | PROMOT mapping: 'Anatomical localization' (LLM score: 0.6578) | Candidates: developing anatomical structure [0.658] | anatomical cluster [0.577] | anatomical surface region [0.569] | PROMOT mapping: 'Structure of brain' (LLM score: 0.6068) | Candidates: developing anatomical structure [0.607] | anatomical structure [0.593] | regional part of brain [0.589] | PROMOT mapping: 'Phenotypically related body structure' (LLM score: 0.6677) | Candidates: developing anatomical structure [0.668] | anatomical structure [0.586] | anatomical cluster [0.552] | PROMOT mapping: 'Body structure related anatomical entity' (LLM score: 0.7878) | Candidates: developing anatomical structure [0.788] | anatomical structure [0.734] | material anatomical entity [0.697] | PROMOT mapping: 'Body structure related procedure' (LLM score: 0.6458) | Candidates: developing anatomical structure [0.646] | anatomical structure [0.532] | abdominal segment of trunk [0.486]
http://purl.obolibrary.org/obo/NCIT_C62103,Device,"",http://id.who.int/icd/entity/1632143254|http://id.who.int/icd/entity/723665457,"","","","","","","","","","","","","","",0.2768,Device [0.277] | disseminated [0.268] | phenotype [0.267] || Device [0.236] | inborn disorder of energy metabolism [0.212] | Motor Function Assessment [0.208],PROMOT mapping: 'not specified' (LLM score: 0.2768) | Candidates: Device [0.277] | disseminated [0.268] | phenotype [0.267] | PROMOT mapping: 'Energy and drive functions' (LLM score: 0.236) | Candidates: Device [0.236] | inborn disorder of energy metabolism [0.212] | Motor Function Assessment [0.208]
http://purl.obolibrary.org/obo/UBERON_0006871,embryonic footplate,"",http://id.who.int/icd/entity/1650503157,http://purl.obolibrary.org/obo/HP_0001761,Pes cavus,"","","","","","",http://id.who.int/icd/entity/1789365017,Power of isolated muscles and muscle groups,"","","","",0.5577,embryonic footplate [0.558] | leg bone [0.547] | bone of hip region [0.543],PROMOT mapping: 'Bones of ankle and foot' (LLM score: 0.5577) | Candidates: embryonic footplate [0.558] | leg bone [0.547] | bone of hip region [0.543]
http://purl.obolibrary.org/obo/UBERON_0001004,respiratory system,"",http://id.who.int/icd/entity/1682107878|http://id.who.int/icd/entity/446199613|http://id.who.int/icd/entity/744367503,http://purl.obolibrary.org/obo/HP_0032341|http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949,Reduced forced vital capacity|Neonatal respiratory distress|Respiratory failure|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy,"","","","","","","","","","","","",0.6915,respiratory system [0.639] | Abnormal respiratory system physiology [0.608] | respiratory tract [0.553] || respiratory system [0.547] | Weakness of muscles of respiration [0.495] | Abnormal respiratory system physiology [0.481] || respiratory system [0.692] | Abnormal respiratory system physiology [0.621] | respiratory tract [0.598],PROMOT mapping: 'Additional functions of the respiratory system' (LLM score: 0.639) | Candidates: respiratory system [0.639] | Abnormal respiratory system physiology [0.608] | respiratory tract [0.553] | PROMOT mapping: 'Respiration functions' (LLM score: 0.5471) | Candidates: respiratory system [0.547] | Weakness of muscles of respiration [0.495] | Abnormal respiratory system physiology [0.481] | PROMOT mapping: 'Functions of the respiratory system' (LLM score: 0.6915) | Candidates: respiratory system [0.692] | Abnormal respiratory system physiology [0.621] | respiratory tract [0.598]
http://purl.obolibrary.org/obo/HP_0011729,Abnormality of joint mobility,"",http://id.who.int/icd/entity/1757783224|http://id.who.int/icd/entity/2048203604|http://id.who.int/icd/entity/248265067,http://purl.obolibrary.org/obo/HP_0001387|http://purl.obolibrary.org/obo/HP_0002804|http://purl.obolibrary.org/obo/HP_0002828|http://purl.obolibrary.org/obo/HP_0000467|http://purl.obolibrary.org/obo/HP_0001761|http://purl.obolibrary.org/obo/HP_0002172|http://purl.obolibrary.org/obo/HP_0002317|http://purl.obolibrary.org/obo/HP_0003327|http://purl.obolibrary.org/obo/HP_0003731|http://purl.obolibrary.org/obo/HP_0008963|http://purl.obolibrary.org/obo/HP_0008988|http://purl.obolibrary.org/obo/HP_0009027|http://purl.obolibrary.org/obo/HP_0011727|http://purl.obolibrary.org/obo/HP_0012515|http://purl.obolibrary.org/obo/HP_0031374|http://purl.obolibrary.org/obo/HP_0033416|http://purl.obolibrary.org/obo/HP_0003306,Joint stiffness|Arthrogryposis multiplex congenita|Multiple joint contractures|Neck muscle weakness|Pes cavus|Postural instability|Unsteady gait|Axial muscle weakness|Quadriceps muscle weakness|Tibialis muscle weakness|Pelvic girdle muscle atrophy|Foot dorsiflexor weakness|Peroneal muscle weakness|Hip flexor weakness|Ankle weakness|Hip adductor weakness|Spinal rigidity,"","","","","","","","","","","","",0.7103,Abnormality of joint mobility [0.71] | Abnormal joint physiology [0.532] | skeletal joint [0.459] || Abnormality of joint mobility [0.488] | Supine-to-Sit Test [0.428] | Inability to walk [0.395] || Abnormality of joint mobility [0.535] | synovial joint [0.395] | Joint hypermobility [0.382],PROMOT mapping: 'Mobility of several joints' (LLM score: 0.7103) | Candidates: Abnormality of joint mobility [0.71] | Abnormal joint physiology [0.532] | skeletal joint [0.459] | PROMOT mapping: 'Mobility' (LLM score: 0.4879) | Candidates: Abnormality of joint mobility [0.488] | Supine-to-Sit Test [0.428] | Inability to walk [0.395] | PROMOT mapping: 'Mobility of joint functions' (LLM score: 0.5347) | Candidates: Abnormality of joint mobility [0.535] | synovial joint [0.395] | Joint hypermobility [0.382]
http://purl.obolibrary.org/obo/NCIT_C179184,Motor Function Assessment,"",http://id.who.int/icd/entity/1777008610,"","","","","","","","","","","","","","",0.4613,Motor Function Assessment [0.461] | Abnormal central motor function [0.442] | motor nerve neuritis [0.437],PROMOT mapping: 'Motor reflex functions' (LLM score: 0.4613) | Candidates: Motor Function Assessment [0.461] | Abnormal central motor function [0.442] | motor nerve neuritis [0.437]
http://purl.obolibrary.org/obo/MONDO_0007263,cardiac rhythm disease,"",http://id.who.int/icd/entity/1780196241|http://id.who.int/icd/entity/2100545361,"","","","","","","","","","","","","","",0.6105,cardiac rhythm disease [0.611] | Ventricular arrhythmia [0.609] | Arrhythmia [0.556] || cardiac rhythm disease [0.516] | Ventricular arrhythmia [0.505] | ventricular tachycardia [0.452],PROMOT mapping: 'Heart rhythm' (LLM score: 0.6105) | Candidates: cardiac rhythm disease [0.611] | Ventricular arrhythmia [0.609] | Arrhythmia [0.556] | PROMOT mapping: 'Heart rate' (LLM score: 0.5159) | Candidates: cardiac rhythm disease [0.516] | Ventricular arrhythmia [0.505] | ventricular tachycardia [0.452]
http://purl.obolibrary.org/obo/UBERON_0008982,fascia,"",http://id.who.int/icd/entity/1794398084|http://id.who.int/icd/entity/521411479,http://purl.obolibrary.org/obo/HP_0003731|http://purl.obolibrary.org/obo/HP_0012515|http://purl.obolibrary.org/obo/HP_0033416,Quadriceps muscle weakness|Hip flexor weakness|Hip adductor weakness,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.5405,fascia [0.541] | leg [0.519] | sciatic nerve [0.516] || fascia [0.541] | leg [0.519] | sciatic nerve [0.516],PROMOT mapping: 'Muscles of thigh' (LLM score: 0.5405) | Candidates: fascia [0.541] | leg [0.519] | sciatic nerve [0.516] | PROMOT mapping: 'Muscles of thigh' (LLM score: 0.5405) | Candidates: fascia [0.541] | leg [0.519] | sciatic nerve [0.516]
http://purl.obolibrary.org/obo/HP_0012899,Handgrip myotonia,"",http://id.who.int/icd/entity/1806589582,http://purl.obolibrary.org/obo/HP_0008872,Feeding difficulties in infancy,"","","","","","","","",http://id.who.int/icd/entity/1328675264,Eating,"","",0.3375,Handgrip myotonia [0.338] | mouth-foregut junction [0.312] | presumptive segmental plate [0.303],PROMOT mapping: 'Biting' (LLM score: 0.3375) | Candidates: Handgrip myotonia [0.338] | mouth-foregut junction [0.312] | presumptive segmental plate [0.303]
http://purl.obolibrary.org/obo/IAO_0000030,information content entity,"",http://id.who.int/icd/entity/1819639191|http://id.who.int/icd/entity/2011053685,"","","","","","","","","","","","","","",0.3038,information content entity [0.249] | auditory system [0.248] | Disturbed sensory perception [0.236] || information content entity [0.304] | quality of a substance [0.231] | future forebrain [0.206],PROMOT mapping: 'Reception of language' (LLM score: 0.2486) | Candidates: information content entity [0.249] | auditory system [0.248] | Disturbed sensory perception [0.236] | PROMOT mapping: 'Learning and applying knowledge' (LLM score: 0.3038) | Candidates: information content entity [0.304] | quality of a substance [0.231] | future forebrain [0.206]
http://purl.obolibrary.org/obo/MONDO_0022202,disseminated,"",http://id.who.int/icd/entity/1820174762|http://id.who.int/icd/entity/1986061142|http://purl.obolibrary.org/obo/PROMOT_0010054|http://purl.obolibrary.org/obo/PROMOT_0010055|http://purl.obolibrary.org/obo/PROMOT_0010056|http://purl.obolibrary.org/obo/PROMOT_0010057|http://purl.obolibrary.org/obo/PROMOT_0010058|http://purl.obolibrary.org/obo/PROMOT_0031004|http://purl.obolibrary.org/obo/PROMOT_0031008|http://purl.obolibrary.org/obo/PROMOT_0031009|http://purl.obolibrary.org/obo/PROMOT_0120002,"","","","","","","","","","","","","","",0.4449,disseminated [0.308] | sac [0.286] | jaw muscle [0.23] || disseminated [0.297] | restricted to specific location [0.28] | non-iatrogenic [0.277] || disseminated [0.417] | sac [0.207] | Infertility [0.196] || disseminated [0.252] | Device [0.233] | classic presentation [0.204] || disseminated [0.369] | transparent [0.243] | acute [0.22] || disseminated [0.362] | myoseptum [0.259] | Bethlem myopathy 1B [0.248] || disseminated [0.395] | Abnormal homeostasis [0.223] | Lethargy [0.218] || disseminated [0.225] | Amblyopia [0.197] | indifferent gonad [0.19] || disseminated [0.445] | Aplasia/hypoplasia involving the skeleton [0.397] | chromosomal_deletion [0.32] || disseminated [0.3] | sac [0.286] | future brain [0.27] || disseminated [0.247] | chronic [0.215] | death stage [0.209],PROMOT mapping: 'back' (LLM score: 0.3084) | Candidates: disseminated [0.308] | sac [0.286] | jaw muscle [0.23] | PROMOT mapping: 'not applicable' (LLM score: 0.2974) | Candidates: disseminated [0.297] | restricted to specific location [0.28] | non-iatrogenic [0.277] | PROMOT mapping: 'Pending' (LLM score: 0.4172) | Candidates: disseminated [0.417] | sac [0.207] | Infertility [0.196] | PROMOT mapping: 'Proposed' (LLM score: 0.2518) | Candidates: disseminated [0.252] | Device [0.233] | classic presentation [0.204] | PROMOT mapping: 'Active' (LLM score: 0.3693) | Candidates: disseminated [0.369] | transparent [0.243] | acute [0.22] | PROMOT mapping: 'Rejected' (LLM score: 0.3621) | Candidates: disseminated [0.362] | myoseptum [0.259] | Bethlem myopathy 1B [0.248] | PROMOT mapping: 'Inactive' (LLM score: 0.3948) | Candidates: disseminated [0.395] | Abnormal homeostasis [0.223] | Lethargy [0.218] | PROMOT mapping: 'opt out' (LLM score: 0.2252) | Candidates: disseminated [0.225] | Amblyopia [0.197] | indifferent gonad [0.19] | PROMOT mapping: 'absent' (LLM score: 0.4449) | Candidates: disseminated [0.445] | Aplasia/hypoplasia involving the skeleton [0.397] | chromosomal_deletion [0.32] | PROMOT mapping: 'present' (LLM score: 0.3003) | Candidates: disseminated [0.3] | sac [0.286] | future brain [0.27] | PROMOT mapping: 'Participation' (LLM score: 0.2472) | Candidates: disseminated [0.247] | chronic [0.215] | death stage [0.209]
http://purl.obolibrary.org/obo/UBERON_0006347,communicating artery,"",http://id.who.int/icd/entity/1828012543,"","","","","","","","","","","","","","",0.3463,communicating artery [0.346] | information content entity [0.285] | duration [0.272],PROMOT mapping: 'Communication' (LLM score: 0.3463) | Candidates: communicating artery [0.346] | information content entity [0.285] | duration [0.272]
http://purl.obolibrary.org/obo/UBERON_0005339,outflow tract pulmonary component,"",http://id.who.int/icd/entity/1834472768,"","","","","","","","","","","","","","",0.4406,outflow tract pulmonary component [0.441] | upper respiratory tract [0.425] | anatomical conduit [0.405],PROMOT mapping: 'Transportation of mucus' (LLM score: 0.4406) | Candidates: outflow tract pulmonary component [0.441] | upper respiratory tract [0.425] | anatomical conduit [0.405]
http://purl.obolibrary.org/obo/HP_0003808,Abnormal muscle tone,"",http://id.who.int/icd/entity/1839310222|http://id.who.int/icd/entity/260756767,http://purl.obolibrary.org/obo/HP_0001319,Neonatal hypotonia,"","","","","","","","","","","","",0.6617,Abnormal muscle tone [0.662] | Quantitative Muscle Testing [0.534] | Increased muscle fatiguability [0.531] || Abnormal muscle tone [0.62] | jaw muscle [0.458] | Weak extraocular muscles [0.448],PROMOT mapping: 'Muscle tone functions' (LLM score: 0.6617) | Candidates: Abnormal muscle tone [0.662] | Quantitative Muscle Testing [0.534] | Increased muscle fatiguability [0.531] | PROMOT mapping: 'Tone of all muscles of the body' (LLM score: 0.6198) | Candidates: Abnormal muscle tone [0.62] | jaw muscle [0.458] | Weak extraocular muscles [0.448]
http://purl.obolibrary.org/obo/UBERON_0010312,immature eye,"",http://id.who.int/icd/entity/1843740951|http://id.who.int/icd/entity/2031311308|http://id.who.int/icd/entity/246722870,"","","","","","","","","","","","","","",0.7185,immature eye [0.643] | eye [0.612] | surface of eyeball [0.597] || immature eye [0.617] | optic cup [0.566] | ocular adnexa [0.552] || immature eye [0.719] | surface of eyeball [0.65] | optic cup [0.627],"PROMOT mapping: 'The eye, ear and related structures' (LLM score: 0.6433) | Candidates: immature eye [0.643] | eye [0.612] | surface of eyeball [0.597] | PROMOT mapping: 'Functions of structures adjoining the eye' (LLM score: 0.617) | Candidates: immature eye [0.617] | optic cup [0.566] | ocular adnexa [0.552] | PROMOT mapping: 'Structures around eye' (LLM score: 0.7185) | Candidates: immature eye [0.719] | surface of eyeball [0.65] | optic cup [0.627]"
http://purl.obolibrary.org/obo/UBERON_0005426,lens vesicle,"",http://id.who.int/icd/entity/184992399,"","","","","","","","","","","","","","",0.3922,lens vesicle [0.392] | outflow tract pulmonary component [0.383] | lung bud [0.369],PROMOT mapping: 'Functions related to mucus' (LLM score: 0.3922) | Candidates: lens vesicle [0.392] | outflow tract pulmonary component [0.383] | lung bud [0.369]
http://purl.obolibrary.org/obo/UBERON_0009856,sac,"",http://id.who.int/icd/entity/1851215071,http://purl.obolibrary.org/obo/HP_0001270,Motor delay,"","","","","","","","","","","","",0.2886,sac [0.289] | Falls [0.264] | death stage [0.224],PROMOT mapping: 'Rolling over' (LLM score: 0.2886) | Candidates: sac [0.289] | Falls [0.264] | death stage [0.224]
http://purl.obolibrary.org/obo/MONDO_0019243,inborn disorder of energy metabolism,"",http://id.who.int/icd/entity/1864074583,http://purl.obolibrary.org/obo/HP_0012378,Fatigue,"","","","","","","","","","","","",0.3148,inborn disorder of energy metabolism [0.315] | Physical Strength [0.29] | Fatigue [0.282],PROMOT mapping: 'Energy level' (LLM score: 0.3148) | Candidates: inborn disorder of energy metabolism [0.315] | Physical Strength [0.29] | Fatigue [0.282]
http://purl.obolibrary.org/obo/UBERON_0000105,life cycle stage,"",http://id.who.int/icd/entity/1873256446,"","","","","","","","","","","","","","",0.2921,life cycle stage [0.292] | death stage [0.291] | life cycle [0.279],PROMOT mapping: 'Community life' (LLM score: 0.2921) | Candidates: life cycle stage [0.292] | death stage [0.291] | life cycle [0.279]
